Year,RK,Team,GP,PPG,FTM-PG,FTA-PG,FTM-T,FTA-T,FT%
2009,22,Marquette,33,78.8,18.8,26.1,621,862,0.72
2009,23,Morehead State,34,70.6,16.6,23.1,565,785,0.72
2009,24,LSU,33,74.9,15.5,21.6,512,713,0.718
2009,25,East Tennessee State,33,78.6,17,23.8,562,786,0.715
2009,26,Minnesota,32,66.5,13.2,18.5,423,592,0.715
2009,27,Wake Forest,30,81.4,18.7,26.2,560,787,0.712
2009,28,Illinois,33,64.6,8.9,12.5,293,412,0.711
2009,29,Gonzaga,31,78.9,14.3,20.1,443,623,0.711
2009,30,Mississippi State,35,74.8,16.8,23.7,588,828,0.71
2009,31,Akron,35,66.8,13.9,19.6,487,687,0.709
2009,32,Robert Morris,34,70.7,13.9,19.7,474,670,0.707
2009,33,VCU,33,72,14.2,20.1,468,664,0.705
2009,34,Western Kentucky,32,71.8,13.4,19.1,428,611,0.7
2009,35,Purdue,34,69.4,13,18.6,442,631,0.7
2009,36,Cleveland State,35,66.1,13.9,19.8,485,693,0.7
2009,37,Ohio State,32,66.7,13,18.6,417,596,0.7
2009,38,Washington,33,78.9,18.8,26.9,621,889,0.699
2009,39,Temple,33,69,11.2,16.1,370,530,0.698
2009,40,Memphis,34,74.1,16.2,23.3,552,793,0.696
2009,41,West Virginia,34,72.4,14.7,21.1,499,717,0.696
2009,42,Texas A&M,32,71.7,17.8,25.6,570,820,0.695
2009,43,CSU Northridge,30,73.7,13.7,19.7,410,591,0.694
2009,44,Michigan State,32,71.9,16,23.3,512,746,0.686
2009,45,Portland State,32,73.8,11.6,16.9,371,541,0.686
2009,46,Clemson,31,79,13.4,19.6,415,607,0.684
2009,47,Oklahoma,32,79.2,17.8,26.1,569,836,0.681
2009,48,Radford,32,76,17.2,25.3,551,811,0.679
2009,49,UConn,31,77.3,17.8,26.3,552,815,0.677
2009,50,Xavier,32,72.4,16.8,24.9,538,797,0.675
2009,51,Tennessee,33,78.5,15.3,22.8,506,751,0.674
2009,52,Pittsburgh,32,78,13,19.3,415,616,0.674
2009,53,Binghamton,31,70.2,15.8,23.5,490,728,0.673
2009,54,Texas,33,72.3,15.3,22.8,505,753,0.671
2009,55,Missouri,34,81.1,15.2,22.8,518,775,0.668
2009,56,USC,33,68.4,14.8,22.2,488,733,0.666
2009,57,Siena,33,77.7,14.7,22.2,484,731,0.662
2009,58,Chattanooga,34,76.8,17.8,27.2,606,925,0.655
2009,59,Morgan St,34,67,12.8,19.6,434,667,0.651
2009,60,Stephen F. Austin,31,66.3,11.1,17.1,344,529,0.65
2009,61,American,31,64.5,10.6,16.4,330,509,0.648
2009,62,Dayton,33,67.5,14.1,21.9,466,722,0.645
2009,63,Louisville,33,73.9,12.3,19.1,406,631,0.643
2009,64,Syracuse,35,81.1,15.3,24,536,839,0.639
2009,65,Alabama State,31,69.6,12.4,19.5,384,603,0.637
2008,1,Indiana,32,75.1,17.8,23.4,571,748,0.763
2008,,Cornell,27,77.1,14.2,18.6,383,502,0.763
2008,3,Drake,32,73.2,14.6,19.3,467,618,0.756
2008,4,North Carolina,34,88.7,19.5,25.8,662,878,0.754
2008,5,Xavier,33,75.3,16.7,22.2,550,733,0.75
2008,6,Arizona,33,72.1,15.7,21.1,519,695,0.747
2008,7,American,32,65.1,14.9,20.1,478,643,0.743
2008,8,UNLV,32,70.4,13.8,18.6,443,596,0.743
2008,9,Baylor,31,81.4,16.5,22.3,513,691,0.742
2008,10,Miami,32,74.8,16.8,22.6,536,723,0.741
2008,11,Temple,33,72.6,14.1,19,464,626,0.741
2008,12,Butler,32,68.3,13.7,18.6,438,594,0.737
2008,13,Vanderbilt,33,80.6,16.8,22.8,554,753,0.736
2008,14,Notre Dame,31,80.6,15.7,21.4,487,662,0.736
2008,15,Kentucky,30,68.6,15.3,20.9,460,627,0.734
2008,16,Washington State,32,67.1,14.2,19.3,454,619,0.733
2008,17,UCLA,34,74.1,15.6,21.3,530,725,0.731
2008,18,Michigan State,33,71.3,13.7,18.7,451,617,0.731
2008,19,UMBC,32,75.1,14.3,19.6,457,627,0.729
2008,20,Saint Joseph's,33,73.3,15.4,21.2,509,701,0.726
2008,21,Villanova,32,72.8,16.1,22.3,515,712,0.723
2008,22,Davidson,32,78.7,11.2,15.6,358,498,0.719
2008,23,UConn,32,77.7,19.9,27.7,636,885,0.719
2008,24,Austin Peay,34,74.6,17.4,24.4,593,829,0.715
2008,25,Gonzaga,32,76.5,16,22.4,512,716,0.715
2008,26,Kent State,34,69.2,15.3,21.5,521,730,0.714
2008,27,South Alabama,32,75.5,17.7,24.8,565,794,0.712
2008,28,Wisconsin,33,67.3,14.5,20.5,480,677,0.709
2008,29,Purdue,32,68.7,14.7,20.8,469,664,0.706
2008,30,CSU Fullerton,32,82.6,14.4,20.4,460,652,0.706
2008,31,George Mason,33,69.9,14.8,21,488,693,0.704
2008,32,Kansas,34,81.5,15.6,22.2,530,755,0.702
2008,33,Marquette,33,75.8,15.8,22.5,522,744,0.702
2008,34,Belmont,33,80.1,14.3,20.4,471,674,0.699
2008,35,Western Kentucky,33,76.8,14.6,20.9,481,689,0.698
2008,36,Mount St. Mary's,32,69.1,14.6,21,468,672,0.696
2008,37,Stanford,33,70.7,15.6,22.4,514,739,0.696
2008,38,Duke,32,84.1,17.3,25,555,799,0.695
2008,39,Oregon,31,76.8,14.2,20.5,439,637,0.689
2008,40,Texas,34,75.6,13.4,19.4,454,659,0.689
2008,41,Kansas State,31,78.7,16.3,23.6,504,732,0.689
2008,42,USC,32,69.1,13.6,19.8,434,634,0.685
2008,43,Siena,32,76.8,14.7,21.5,470,688,0.683
2008,44,West Virginia,34,74.9,14.5,21.3,494,724,0.682
2008,45,Mississippi Valley State,32,62.7,15.3,22.5,491,721,0.681
2008,46,Oklahoma,33,68.4,14.1,20.7,465,683,0.681
2008,47,Georgia,33,68.3,12.9,19,427,628,0.68
2008,48,Portland State,32,74.3,13.8,20.4,442,654,0.676
2008,49,San Diego,34,65.6,12.7,18.8,431,638,0.676
2008,50,Arkansas,33,73.6,14.3,21.3,472,702,0.672
2008,51,Saint Mary's,30,76.2,15,22.4,451,673,0.67
2008,52,Oral Roberts,32,69.3,15,22.3,479,715,0.67
2008,53,Georgetown,32,69.7,11.7,17.6,374,562,0.665
2008,54,Boise State,33,82,15.2,22.9,503,756,0.665
2008,55,BYU,34,74.1,14,21.3,476,723,0.658
2008,56,UT Arlington,32,73.7,14.8,22.5,474,720,0.658
2008,57,Pittsburgh,35,74.1,13.8,21,484,736,0.658
2008,58,Tennessee,33,83,15.3,23.4,506,771,0.656
2008,59,Louisville,32,71.9,13.4,20.5,429,655,0.655
2008,60,Mississippi State,32,73.1,13.9,21.7,446,693,0.644
2008,61,Texas A&M,34,71.5,14.9,23.4,507,796,0.637
2008,62,Clemson,33,79.5,12.4,19.8,408,654,0.624
2008,63,Memphis,34,79.7,14.2,23.9,483,811,0.596
2008,64,Winthrop,33,65.6,12,20.2,396,665,0.595
2007,1,Villanova,32,72.9,18.1,23.2,579,741,0.781
2007,2,Butler,33,68.4,16,21,529,693,0.763
2007,3,Creighton,32,67.2,16.5,21.8,527,698,0.755
2007,4,Oregon,33,76.4,14.4,19.1,474,631,0.751
2007,5,Nevada,32,77.9,14.1,18.8,452,602,0.751
2007,6,Gonzaga,33,79.1,17,22.6,560,746,0.751
2007,7,Notre Dame,31,81.5,18.2,24.2,563,750,0.751
2007,8,Davidson,33,81.7,14.8,19.7,487,649,0.75
2007,9,Arizona,30,78.5,17.9,24,536,719,0.745
2007,10,Xavier,32,76.4,18.6,25.1,594,802,0.741
2007,11,Texas Tech,33,71.6,16.3,22.1,537,728,0.738
2007,12,Wright State,32,64.6,12.7,17.3,406,552,0.736
2007,13,Holy Cross,33,64.2,14.6,19.9,482,656,0.735
2007,14,Virginia,30,76.8,17.9,24.3,536,730,0.734
2007,15,Niagara,33,76.1,16.9,23.1,558,762,0.732
2007,16,Texas,33,82.2,17.8,24.5,588,808,0.728
2007,17,Central Connecticut,33,69.3,14.9,20.5,493,678,0.727
2007,18,Vanderbilt,31,76.6,13.8,19,428,589,0.727
2007,19,VCU,33,74.8,16.6,22.9,548,756,0.725
2007,20,Texas A&M,31,76.3,15.8,21.8,490,677,0.724
2007,21,Boston College,31,74.6,17.7,24.5,550,760,0.724
2007,22,Albany,32,68.3,12.9,17.9,413,572,0.722
2007,23,Old Dominion,32,70.1,14.8,20.5,473,656,0.721
2007,24,Georgetown,32,68.5,13.2,18.4,422,588,0.718
2007,25,UNLV,34,75.3,14.1,19.8,481,674,0.714
2007,26,Oral Roberts,33,72.3,17.5,24.6,578,811,0.713
2007,27,Indiana,30,70.9,13.4,18.9,403,566,0.712
2007,28,Washington State,32,66.5,12.5,17.6,401,564,0.711
2007,29,Michigan State,33,65.1,13.8,19.4,454,639,0.71
2007,30,Miami (OH),32,59.6,10.8,15.3,346,488,0.709
2007,31,Texas A&M-CC,32,79.8,18.2,25.7,582,822,0.708
2007,32,Jackson State,34,71.2,15.5,21.9,527,745,0.707
2007,33,North Carolina,34,86.3,17.6,24.8,597,844,0.707
2007,34,USC,34,71.4,14.7,20.8,500,707,0.707
2007,35,George Washington,31,71.1,13.3,18.9,413,586,0.705
2007,36,Long Beach State,31,80.3,15.5,22.1,480,684,0.702
2007,37,Arkansas,34,71.4,14.6,20.9,498,710,0.701
2007,38,Kentucky,32,73.5,13.9,19.9,445,636,0.7
2007,39,Maryland,32,79.5,16.4,23.5,526,753,0.699
2007,40,Belmont,32,73,12.4,17.8,397,570,0.696
2007,41,Ohio State,33,73.6,13.6,19.6,450,647,0.696
2007,42,Southern Illinois,33,63.2,14.3,20.6,472,681,0.693
2007,43,Duke,32,70.2,14.4,20.8,461,666,0.692
2007,44,Stanford,30,69.9,13.8,19.9,413,598,0.691
2007,45,Georgia Tech,31,79.1,14,20.5,434,635,0.683
2007,46,Purdue,32,69.9,13.9,20.4,446,653,0.683
2007,47,Eastern Kentucky,32,65.2,10,14.7,320,469,0.682
2007,48,Florida,34,79.3,15,22.1,511,751,0.68
2007,49,Wisconsin,34,70.1,15.8,23.3,537,791,0.679
2007,50,Weber State,31,71.7,17,25.3,527,785,0.671
2007,51,Louisville,32,71.4,14,20.9,448,668,0.671
2007,52,Marquette,33,72.5,15.6,23.3,515,768,0.671
2007,53,Florida A&M,34,70.5,16.4,24.6,559,837,0.668
2007,54,Kansas,34,78.4,14.4,21.5,488,732,0.667
2007,55,Pittsburgh,34,71.1,13.3,20,453,680,0.666
2007,56,Virginia Tech,32,72.8,14.6,22,467,703,0.664
2007,57,Pennsylvania,30,74.8,14.4,21.7,431,650,0.663
2007,58,BYU,33,78.1,13.5,20.5,444,675,0.658
2007,59,New Mexico State,33,78.3,19.1,29.2,631,963,0.655
2007,60,North Texas,33,77.5,15.8,24.2,523,799,0.655
2007,61,Tennessee,32,79.7,15.3,23.5,491,751,0.654
2007,62,UCLA,31,72.5,11.5,17.8,358,553,0.647
2007,63,Winthrop,32,75.3,12.7,20.3,406,648,0.627
2007,64,Illinois,34,64.5,12.2,19.6,416,665,0.626
2007,65,Memphis,33,79.6,15.7,25.8,519,851,0.61
2006,1,Gonzaga,30,80.1,19.8,25.3,594,759,0.783
2006,2,Michigan State,33,74.4,15.8,20.5,521,676,0.771
2006,3,Davidson,30,78,13.7,18,411,540,0.761
2006,4,Duke,33,82.5,19.2,25.2,633,832,0.761
2006,5,NC State,30,75.7,16.4,21.6,491,649,0.757
2006,6,Villanova,29,75.4,16.2,21.6,471,627,0.751
2006,7,Washington,30,82.4,15.6,20.9,469,627,0.748
2006,8,Pacific,31,74.2,13.9,18.7,432,580,0.745
2006,9,West Virginia,30,71.1,9.6,12.9,288,387,0.744
2006,10,Air Force,30,64,11.1,15,334,449,0.744
2006,11,Seton Hall,29,67.8,15.8,21.3,457,618,0.739
2006,12,Florida,33,79.3,16.6,22.6,548,746,0.735
2006,13,California,30,69.2,17.3,23.5,518,706,0.734
2006,14,Marquette,30,74.7,12.9,17.7,388,530,0.732
2006,15,San Diego State,32,74.2,17.1,23.5,547,752,0.727
2006,16,Xavier,31,71.5,15.9,21.9,493,680,0.725
2006,17,Wichita State,32,68.8,14.1,19.4,450,622,0.723
2006,18,Texas,33,76.1,14.8,20.5,487,675,0.721
2006,19,Northern Iowa,32,66.1,13.4,18.6,430,596,0.721
2006,20,Utah State,31,72.5,11.6,16.2,361,501,0.721
2006,21,Ohio State,30,74.7,13.8,19.1,413,574,0.72
2006,22,Bradley,30,71.5,13.8,19.2,413,575,0.718
2006,23,Nevada,32,72.6,15.1,21,482,672,0.717
2006,24,Kent State,33,72.5,15.9,22.2,524,732,0.716
2006,25,Oklahoma,28,68.6,13.7,19.2,384,537,0.715
2006,26,Montana,29,79.5,15.1,21.2,437,615,0.711
2006,27,Albany,31,68.9,15.4,21.7,478,674,0.709
2006,28,Oral Roberts,32,74.8,15.8,22.4,507,716,0.708
2006,29,Alabama,29,70,15.4,21.8,447,633,0.706
2006,30,Iowa,33,66.4,14.5,20.6,480,680,0.706
2006,31,South Alabama,30,74.4,14,19.8,419,594,0.705
2006,32,Georgetown,30,66.7,11.8,16.8,355,504,0.704
2006,33,UCLA,33,68.6,13.5,19.2,446,634,0.703
2006,34,UNC Wilmington,32,67.7,12.8,18.2,410,583,0.703
2006,35,North Carolina,29,80.4,17.1,24.3,495,704,0.703
2006,36,UConn,30,81.3,17.9,25.5,537,765,0.702
2006,37,Tennessee,28,81.3,14.7,21,412,588,0.701
2006,38,Arizona,31,72.9,14.1,20.1,437,624,0.7
2006,39,Indiana,29,71.2,12.1,17.3,350,501,0.699
2006,40,LSU,31,74.8,15.1,21.6,467,669,0.698
2006,41,Belmont,30,81.8,14.6,21,438,630,0.695
2006,42,Iona,30,80.4,16.7,24.1,502,723,0.694
2006,43,Winthrop,30,73.8,15.7,22.7,472,680,0.694
2006,44,Arkansas,31,74.3,15.6,22.5,483,696,0.694
2006,45,Pittsburgh,31,72.5,15.6,22.7,484,703,0.688
2006,46,Milwaukee,29,74.2,15.9,23.1,461,670,0.688
2006,47,Bucknell,30,66.6,14.3,20.8,428,623,0.687
2006,48,Southern Illinois,32,60.9,12.3,18,395,575,0.687
2006,49,Memphis,33,80.9,17.2,25.1,567,828,0.685
2006,50,Pennsylvania,28,69.1,13,19.2,363,537,0.676
2006,51,Texas A&M,29,69.2,15.6,23,451,668,0.675
2006,52,Boston College,33,74.4,15.8,23.6,523,778,0.672
2006,53,Kansas,32,75.2,13.7,20.4,437,652,0.67
2006,54,Northwestern State,32,76.7,15.8,23.6,504,754,0.668
2006,55,George Mason,30,69.4,12,18,360,539,0.668
2006,56,Monmouth,32,64.8,11.9,17.8,380,571,0.665
2006,57,Wisconsin,30,71,14.6,22.1,439,662,0.663
2006,58,Kentucky,33,70.5,11,16.8,363,553,0.656
2006,59,Murray State,30,71.3,11.6,17.9,349,536,0.651
2006,60,UAB,30,74.7,14.4,22.1,431,663,0.65
2006,61,Southern,31,65.8,11.9,18.4,370,571,0.648
2006,62,Syracuse,34,72.9,12.8,19.9,435,677,0.643
2006,63,George Washington,28,79,16.4,25.5,458,714,0.641
2006,64,Illinois,31,70,11.4,18,353,557,0.634
2006,65,Hampton,31,66.8,13.3,21.4,412,664,0.62
2005,1,UTEP,34,75.4,17.6,22.2,598,756,0.791
2005,2,Arizona,33,79.7,14.6,18.7,481,618,0.778
2005,3,Michigan State,28,78.1,15.8,20.4,442,570,0.775
2005,4,Oklahoma State,30,78.6,15.3,19.8,459,593,0.774
2005,5,Texas Tech,30,77.5,16.5,21.6,495,648,0.764
2005,6,Niagara,29,85.2,20.3,26.8,588,776,0.758
2005,7,Gonzaga,29,79.7,19.5,26.1,565,757,0.746
2005,8,Pacific,29,72.4,15.2,20.4,441,591,0.746
2005,9,Delaware State,32,62.4,15.4,20.7,493,662,0.745
2005,10,Southern Illinois,33,67.4,10.9,14.7,359,484,0.742
2005,11,Villanova,29,73.8,15.7,21.2,455,614,0.741
2005,12,Stanford,30,70.1,16.1,21.8,483,653,0.74
2005,13,West Virginia,31,70.2,12.3,16.7,382,517,0.739
2005,14,Washington,32,86.3,16.2,21.9,517,702,0.736
2005,15,Alabama,31,75.9,17,23.1,527,716,0.736
2005,16,North Carolina,31,88.8,20.5,27.9,635,864,0.735
2005,17,Utah,32,68.8,15.8,21.7,506,693,0.73
2005,18,LSU,29,75.5,16.7,22.9,484,663,0.73
2005,19,Creighton,33,71.5,14.3,19.6,471,647,0.728
2005,20,Louisville,33,81.2,18.1,24.9,596,821,0.726
2005,21,Illinois,33,77.4,12.4,17.2,410,566,0.724
2005,22,UCLA,28,74,16,22.1,448,619,0.724
2005,23,Saint Mary's,33,70.2,16.2,22.5,535,741,0.722
2005,24,Vermont,30,72.6,13.4,18.6,401,557,0.72
2005,25,Boston College,28,71.9,16.9,23.6,472,662,0.713
2005,26,Duke,30,79.8,17.7,24.9,532,747,0.712
2005,27,Nevada,30,70.2,17.6,24.8,528,743,0.711
2005,28,Minnesota,31,68.5,14.7,20.8,457,646,0.707
2005,29,George Washington,29,77.2,16.4,23.3,476,677,0.703
2005,30,Northern Iowa,31,72.9,12.5,17.8,387,552,0.701
2005,31,Ohio,31,71.8,17.5,25,543,776,0.7
2005,32,Florida,30,76.9,15.7,22.4,470,672,0.699
2005,33,UAB,31,77.8,16.3,23.3,504,722,0.698
2005,34,Milwaukee,29,74.9,14.7,21,425,609,0.698
2005,35,Bucknell,31,63.6,14.5,20.7,448,642,0.698
2005,36,Texas,30,77.6,16.8,24.1,505,724,0.698
2005,37,UConn,29,78.6,17.6,25.2,509,730,0.697
2005,38,NC State,32,73.8,15,21.6,480,690,0.696
2005,39,Cincinnati,31,76.4,18.7,27,580,837,0.693
2005,40,Utah State,31,73,13.6,19.6,422,609,0.693
2005,41,Old Dominion,33,71.2,13.9,20.1,460,664,0.693
2005,42,Iowa State,29,68.4,14.2,20.6,412,596,0.691
2005,43,UCF,32,69.8,13.6,19.7,435,630,0.69
2005,44,Kansas,29,75.4,14.8,21.4,429,622,0.69
2005,45,Iowa,32,73.2,15.5,22.5,496,720,0.689
2005,46,Georgia Tech,30,74.6,15.3,22.2,458,667,0.687
2005,47,Wake Forest,31,84.7,18.8,27.4,582,849,0.686
2005,48,Chattanooga,36,74,16.4,23.9,589,860,0.685
2005,49,Oklahoma,31,75.4,13.6,19.9,423,618,0.684
2005,50,Charlotte,28,78.4,17.5,25.6,490,716,0.684
2005,51,Montana,30,69.2,16.6,24.4,498,731,0.681
2005,52,New Mexico,32,76.4,15.8,23.2,504,743,0.678
2005,53,Winthrop,32,68.2,15,22.3,481,713,0.675
2005,54,Eastern Kentucky,30,73.1,12.2,18.1,366,544,0.673
2005,55,Fairleigh Dickinson,32,74.3,13.2,19.7,421,629,0.669
2005,56,Wisconsin,30,67.2,13.5,20.3,406,608,0.668
2005,57,Mississippi State,32,72.4,15.5,23.3,496,745,0.666
2005,58,Syracuse,33,75.5,14.9,22.5,492,741,0.664
2005,59,Kentucky,30,73.7,14.2,21.4,426,642,0.664
2005,60,Oakland,30,70.7,14,21.1,420,633,0.664
2005,61,Louisiana,30,72.6,14,21.2,421,636,0.662
2005,62,Pennsylvania,28,68.5,14.9,22.5,417,630,0.662
2005,63,Pittsburgh,28,72.4,15.5,23.5,433,659,0.657
2005,64,SE Louisiana,32,63.6,13.3,20.6,425,658,0.646
2004,1,NC State,29,73.3,15.7,19.7,455,570,0.798
2004,2,Arizona,30,87.6,17.2,21.9,515,657,0.784
2004,3,Michigan State,29,71.4,15.1,19.6,437,568,0.769
2004,4,Manhattan,29,74.3,19.8,26.1,575,757,0.76
2004,5,Gonzaga,28,83,17.8,23.4,497,655,0.759
2004,6,Florida,29,77.1,15,19.9,434,576,0.753
2004,7,Stanford,30,73.9,15.7,20.8,470,625,0.752
2004,8,UTEP,31,77.3,19.2,25.6,594,793,0.749
2004,9,Louisville,29,73.3,16.2,21.7,470,628,0.748
2004,10,Monmouth,32,68.8,15.8,21.2,506,678,0.746
2004,11,Duke,31,79.5,17.5,23.6,542,732,0.74
2004,12,Pacific,31,69.1,17,23,526,713,0.738
2004,13,Texas Tech,32,73.4,15.5,21,495,671,0.738
2004,14,Northern Iowa,30,69.6,15.7,21.3,470,638,0.737
2004,15,Richmond,33,64.6,14.4,19.8,475,655,0.725
2004,16,BYU,29,73.3,16.8,23.2,488,673,0.725
2004,17,Nevada,31,75.8,17.4,24.1,539,748,0.721
2004,18,Western Michigan,30,79.2,17.2,23.8,515,715,0.72
2004,19,Utah,32,65.1,12.3,17.1,392,546,0.718
2004,20,Providence,28,71.5,14,19.5,392,547,0.717
2004,21,UCF,30,71.2,11.9,16.7,358,500,0.716
2004,22,Wisconsin,29,68.6,15.3,21.3,443,619,0.716
2004,23,Seton Hall,29,71.9,14,19.6,406,569,0.714
2004,24,Washington,30,81.4,17.9,25.1,538,754,0.714
2004,25,Florida A&M,30,72.1,17.5,24.5,525,736,0.713
2004,26,Wake Forest,28,83.8,19.2,26.9,537,753,0.713
2004,27,Vanderbilt,30,73.8,14.6,20.4,437,613,0.713
2004,28,Princeton,27,63.4,11.7,16.4,315,442,0.713
2004,29,Murray State,33,81.1,15.4,21.6,507,713,0.711
2004,30,Air Force,28,60.2,11.1,15.7,312,440,0.709
2004,31,Valparaiso,30,72.3,17.2,24.3,515,729,0.706
2004,32,Kansas,29,75,15,21.3,436,619,0.704
2004,33,DePaul,30,70.9,14.5,20.6,435,618,0.704
2004,34,Saint Joseph's,28,77.8,13.7,19.5,383,545,0.703
2004,35,Eastern Washington,29,70.6,14.4,20.5,418,595,0.703
2004,36,Illinois,29,73.2,12.3,17.6,356,509,0.699
2004,37,UTSA,32,73.6,16.5,23.6,527,754,0.699
2004,38,Alabama,29,72.2,15.3,21.9,443,634,0.699
2004,39,Georgia Tech,32,78.1,15.9,23,510,736,0.693
2004,40,Oklahoma State,29,79.2,15.4,22.3,447,646,0.692
2004,41,Louisiana,28,77.9,13.9,20.1,388,562,0.69
2004,42,East Tennessee State,32,79.4,16,23.2,512,742,0.69
2004,43,Kentucky,29,72.6,13.2,19.2,384,557,0.689
2004,44,Southern Illinois,29,71.3,12.7,18.4,368,535,0.688
2004,45,North Carolina,28,83.1,17.3,25.4,484,712,0.68
2004,46,Xavier,33,70.4,13.7,20.2,453,667,0.679
2004,47,Vermont,30,66.4,12.3,18.2,370,545,0.679
2004,48,Boston College,32,68.8,16.5,24.3,528,778,0.679
2004,49,Texas,29,78.1,15.3,22.6,445,656,0.678
2004,50,Liberty,32,69.4,13.3,19.8,427,633,0.675
2004,51,South Carolina,33,70.9,13.8,20.4,454,674,0.674
2004,52,Dayton,32,68,14.5,21.7,465,694,0.67
2004,53,Cincinnati,30,76.9,15.6,23.4,468,701,0.668
2004,54,Mississippi State,28,77.1,15.9,24,446,673,0.663
2004,55,Memphis,28,73.6,15.4,23.2,430,650,0.662
2004,56,Alabama State,30,61.4,14.8,22.5,443,674,0.657
2004,57,UAB,29,74.6,13,19.8,376,575,0.654
2004,58,Pittsburgh,33,69.2,13.5,20.8,445,687,0.648
2004,59,Charlotte,29,79.3,17.3,26.8,501,777,0.645
2004,60,Syracuse,28,72.9,13.3,20.8,371,583,0.636
2004,61,UIC,31,70,14,22.1,435,686,0.634
2004,62,Maryland,29,76.8,15.6,25.1,451,727,0.62
2004,63,UConn,33,79.1,12.5,20.2,411,667,0.616
2004,64,VCU,30,70.8,12.1,20,363,601,0.604
2003,1,Manhattan,29,76.2,18.8,23.9,545,693,0.786
2003,2,Oregon,32,82.2,16,20.7,513,661,0.776
2003,3,NC State,29,72.2,15.6,20.3,453,588,0.77
2003,4,Marquette,28,78.4,18.2,23.6,509,661,0.77
2003,5,Central Michigan,30,80.5,19.1,25,573,750,0.764
2003,6,UNC Asheville,30,72.2,16,20.9,479,627,0.764
2003,7,Notre Dame,31,80.1,17.4,22.8,538,708,0.76
2003,8,BYU,31,72.5,18.2,24.2,564,749,0.753
2003,9,Wake Forest,29,78.4,20,26.6,581,772,0.753
2003,10,Purdue,28,71.8,19.1,25.5,536,714,0.751
2003,11,Xavier,31,78.5,18,24.1,557,747,0.746
2003,12,Wisconsin,29,70.7,14.4,19.4,418,564,0.741
2003,13,Michigan State,31,67.2,16.3,22.1,504,686,0.735
2003,14,Weber State,31,74.5,18.9,25.8,587,801,0.733
2003,15,East Tennessee State,30,82.3,18.6,25.4,558,763,0.731
2003,16,Wagner,31,75.5,14.1,19.3,436,598,0.729
2003,17,Tulsa,31,73.5,14.1,19.4,437,601,0.727
2003,18,Illinois,29,75.6,13.9,19.1,402,555,0.724
2003,19,Butler,30,68.3,11.8,16.3,354,489,0.724
2003,20,Gonzaga,31,77.1,17.8,24.6,551,764,0.721
2003,21,Dayton,29,72.8,16.3,22.8,473,661,0.716
2003,22,Texas,28,78.9,17,23.8,476,666,0.715
2003,23,Holy Cross,30,70.4,15.9,22.3,477,670,0.712
2003,24,Oklahoma,29,71.9,13.4,18.9,390,548,0.712
2003,25,Utah State,32,66.8,14.3,20,456,641,0.711
2003,26,Alabama,28,69.3,14.9,20.9,416,586,0.71
2003,27,Indiana,33,70.5,16.3,23,538,758,0.71
2003,28,Kentucky,31,78,14.6,20.7,454,642,0.707
2003,29,Sam Houston State,29,73.4,16.5,23.3,478,676,0.707
2003,30,Utah,31,67,13.4,18.9,414,586,0.706
2003,31,Southern Illinois,30,74.5,13.7,19.4,411,582,0.706
2003,32,Florida,31,75.9,13.4,18.9,414,587,0.705
2003,33,Duke,29,81.9,19.7,27.9,570,809,0.705
2003,34,Maryland,28,80.8,15.2,21.6,425,604,0.704
2003,35,Pennsylvania,27,70.2,13.2,18.8,356,507,0.702
2003,36,Arizona,28,85.2,17.5,25,491,700,0.701
2003,37,IUPUI,33,71.5,15.9,22.8,526,752,0.699
2003,38,South Carolina State,30,72.8,18,25.8,541,774,0.699
2003,39,Louisville,30,81.8,17.5,25.1,524,753,0.696
2003,40,Colorado State,32,74.8,17,24.5,543,783,0.693
2003,41,Syracuse,29,80.1,16.4,23.6,475,685,0.693
2003,2,Creighton,33,79.2,13.9,20,458,661,0.693
2003,43,Austin Peay,30,71.3,16.1,23.2,482,697,0.692
2003,44,Milwaukee,31,77.3,14.7,21.3,457,661,0.691
2003,45,Troy,31,80.5,13.4,19.4,414,600,0.69
2003,46,Cincinnati,28,67.3,14.9,21.5,416,603,0.69
2003,47,UNC Wilmington,30,71.4,12.5,18.2,376,546,0.689
2003,48,California,29,74.5,13.4,19.5,388,566,0.686
2003,49,Saint Joseph's,29,70.6,14.1,20.7,409,599,0.683
2003,50,Mississippi State,29,70.6,12,17.8,349,515,0.678
2003,51,Stanford,31,72.3,14,20.8,435,644,0.675
2003,52,Colorado,31,75.5,16.2,23.9,501,742,0.675
2003,53,UConn,30,80,14.9,22.1,447,663,0.674
2003,54,Arizona State,30,76.8,17.6,26.2,529,787,0.672
2003,55,Kansas,32,82.8,16.3,24.3,521,779,0.669
2003,56,Vermont,32,69.5,13.1,19.8,419,632,0.663
2003,57,Western Kentucky,32,74.1,14,21.2,449,679,0.661
2003,58,San Diego,29,75.7,17.2,26.1,500,757,0.661
2003,59,Missouri,30,72.6,12.3,18.7,370,561,0.66
2003,60,Oklahoma State,30,69.7,14.7,22.4,442,672,0.658
2003,61,Memphis,29,74.5,15,22.9,434,664,0.654
2003,62,Auburn,31,70.9,13.4,20.5,414,635,0.652
2003,63,LSU,31,73.2,12.9,19.9,399,616,0.648
2003,64,Pittsburgh,30,74.6,14.5,22.8,435,684,0.636
2002,1,Oregon,31,85.9,19.4,25.1,602,777,0.775
2002,2,Miami,31,74.7,16,20.7,495,643,0.77
