Year,RK,Team,GP,PPG,FGM,FGA,FGM,FGA,FG%,2PM,2PA,2P%,PPS,FG%
2021,1,Gonzaga,26,92.1,34.2,62,888,1612,0.551,698,1092,0.639,1.49,0.61
2021,2,Loyola Chicago,28,71.5,26.3,52,735,1456,0.505,534,910,0.587,1.38,0.574
2021,3,Illinois,29,81.4,29.3,58.9,851,1707,0.499,654,1183,0.553,1.38,0.556
2021,4,Colgate,15,86.3,31.5,63.1,472,947,0.498,336,607,0.554,1.37,0.57
2021,5,Drake,29,77.4,29.9,60.6,868,1757,0.494,664,1205,0.551,1.28,0.552
2021,6,Baylor,24,84.4,31.1,63,746,1513,0.493,498,920,0.541,1.34,0.575
2021,7,Grand Canyon,23,75.6,28.1,57.1,646,1314,0.492,490,844,0.581,1.32,0.551
2021,8,Liberty,28,74.9,27.2,55.3,761,1549,0.491,472,809,0.583,1.35,0.585
2021,9,Ohio,23,80.9,29.8,61,686,1403,0.489,491,863,0.569,1.33,0.558
2021,10,UC Santa Barbara,26,76.5,27.6,56.8,717,1477,0.485,541,976,0.554,1.35,0.545
2021,11,Michigan,24,76.3,27.8,57.6,668,1382,0.483,487,914,0.533,1.32,0.55
2021,12,BYU,26,78.7,28.9,59.9,751,1557,0.482,518,941,0.55,1.31,0.557
2021,13,Virginia,24,68.6,25.3,52.8,608,1266,0.48,404,731,0.553,1.3,0.561
2021,14,Drexel,19,71.5,26.1,54.6,495,1038,0.477,357,667,0.535,1.31,0.543
2021,15,Creighton,28,77,28.5,59.8,797,1675,0.476,525,933,0.563,1.29,0.557
2021,16,North Texas,26,69.8,25.7,54,668,1405,0.475,471,881,0.535,1.29,0.546
2021,17,Florida State,22,78.9,28.2,59.4,620,1307,0.474,439,843,0.521,1.33,0.544
2021,18,Georgia Tech,25,75.5,27.8,58.6,695,1466,0.474,506,925,0.547,1.29,0.539
2021,19,Oregon,26,74.4,27.5,58.3,715,1515,0.472,497,940,0.529,1.28,0.544
2021,20,Iowa,29,83.8,29.8,63.4,863,1839,0.469,580,1106,0.524,1.32,0.546
2021,21,Oklahoma State,28,77.1,27.7,59.2,775,1658,0.467,596,1129,0.528,1.3,0.521
2021,22,USC,29,74.8,27.2,58.2,788,1687,0.467,605,1161,0.521,1.29,0.521
2021,23,Eastern Washington,23,78,27.7,59.4,638,1367,0.467,444,819,0.542,1.31,0.538
2021,24,Florida,23,74,26.3,56.7,605,1303,0.464,448,863,0.519,1.31,0.525
2021,25,LSU,27,82.1,29,62.7,784,1692,0.463,564,1064,0.53,1.31,0.528
2021,26,UCLA,26,72.8,26.4,57.1,686,1485,0.462,513,1014,0.506,1.28,0.52
2021,27,Morehead State,30,68.8,24.6,53.4,738,1601,0.461,541,1039,0.521,1.29,0.522
2021,28,Winthrop,24,79.5,28.1,61,674,1463,0.461,471,888,0.53,1.3,0.53
2021,29,Abilene Christian,27,77.6,27.7,60.3,749,1628,0.46,535,1022,0.523,1.29,0.526
2021,30,Ohio State,30,77.3,26.3,57.3,790,1719,0.46,543,1042,0.521,1.35,0.531
2021,31,Maryland,29,68.8,24.1,52.9,699,1533,0.456,465,870,0.534,1.3,0.532
2021,32,Arkansas,28,82.4,29.5,64.8,825,1814,0.455,605,1165,0.519,1.27,0.515
2021,33,San Diego State,27,74.1,25.7,56.6,695,1529,0.455,466,918,0.508,1.31,0.529
2021,34,Colorado,30,73,25.8,56.8,774,1704,0.454,550,1093,0.503,1.29,0.52
2021,35,Oral Roberts,26,81.8,28.2,62.2,734,1617,0.454,440,863,0.51,1.31,0.545
2021,36,Texas,26,75.2,26.3,58,684,1507,0.454,459,875,0.525,1.3,0.529
2021,37,Cleveland State,26,71.5,26.3,58.2,684,1514,0.452,518,994,0.521,1.23,0.507
2021,38,Virginia Tech,21,72.1,25.4,56.3,534,1183,0.451,361,698,0.517,1.28,0.525
2021,39,VCU,26,71.7,25.3,56.2,659,1460,0.451,491,950,0.517,1.28,0.509
2021,40,Purdue,27,71.1,25.5,56.6,689,1527,0.451,497,954,0.521,1.26,0.514
2021,41,Rutgers,26,70,26.8,59.4,696,1544,0.451,539,1039,0.519,1.18,0.502
2021,42,Texas Southern,24,74.8,27.1,60.1,650,1443,0.45,540,1045,0.517,1.24,0.489
2021,43,Villanova,22,75.5,26.4,58.7,581,1291,0.45,378,715,0.529,1.29,0.529
2021,44,Missouri,25,73.6,25.8,57.6,646,1439,0.449,473,899,0.526,1.28,0.509
2021,45,St. Bonaventure,20,70.5,26.1,58.1,521,1161,0.449,390,791,0.493,1.21,0.505
2021,46,Utah State,28,73.3,26.8,60.1,751,1682,0.446,570,1144,0.498,1.22,0.5
2021,47,Iona,17,72.2,24.9,55.9,423,951,0.445,296,593,0.499,1.29,0.512
2021,48,Houston,27,77.6,27.4,61.6,739,1664,0.444,487,965,0.505,1.26,0.52
2021,49,Tennessee,26,72.5,25.4,57.4,661,1492,0.443,488,979,0.498,1.26,0.501
2021,50,Texas Tech,27,73,25.4,57.4,686,1549,0.443,518,1064,0.487,1.27,0.497
2021,51,Oklahoma,25,74.8,26.8,60.7,670,1517,0.442,470,926,0.508,1.23,0.508
2021,52,Syracuse,25,75.8,27,61.3,676,1533,0.441,473,935,0.506,1.24,0.507
2021,53,North Carolina,28,75.7,27.7,62.9,776,1761,0.441,619,1265,0.489,1.2,0.485
2021,54,Kansas,28,73.1,26.3,59.9,737,1676,0.44,528,1068,0.494,1.22,0.502
2021,55,UConn,22,72.5,26.4,60.1,581,1323,0.439,433,883,0.49,1.21,0.495
2021,56,Norfolk State,23,75.2,25.7,59,591,1357,0.436,411,868,0.474,1.27,0.502
2021,57,Oregon State,29,70.7,24.6,56.5,712,1638,0.435,509,1063,0.479,1.25,0.497
2021,58,Hartford,23,65.9,23.6,54.4,543,1251,0.434,369,718,0.514,1.21,0.504
2021,59,Alabama,30,79.6,27.8,64.6,834,1937,0.431,514,1025,0.501,1.23,0.513
2021,60,West Virginia,27,77.3,26.3,61.5,711,1660,0.428,515,1111,0.464,1.26,0.487
2021,61,Clemson,23,65.3,23.5,55,541,1264,0.428,349,709,0.492,1.19,0.504
2021,62,Mount St. Mary's,22,63.7,23.1,54.2,508,1192,0.426,362,759,0.477,1.18,0.487
2021,63,Georgetown,25,71.4,24.8,58.5,621,1463,0.424,413,895,0.461,1.22,0.496
2021,64,Michigan State,27,69,24.7,58.3,668,1574,0.424,496,1037,0.478,1.18,0.479
2021,65,UNC Greensboro,29,73.6,27.7,65.3,803,1894,0.424,582,1158,0.503,1.13,0.482
2021,66,Wisconsin,29,69.6,24.5,58.3,711,1690,0.421,463,1000,0.463,1.19,0.494
2021,67,Appalachian State,28,70.9,24.1,58.1,674,1626,0.415,447,925,0.483,1.22,0.484
2021,68,Wichita State,21,72.4,24.5,60,514,1261,0.408,339,749,0.453,1.21,0.477
2019,1,Gonzaga,33,88.8,32.2,60.5,1062,1997,0.532,805,1293,0.623,1.47,0.596
2019,2,Belmont,31,87.4,31.8,63.7,987,1976,0.499,662,1105,0.599,1.37,0.582
2019,3,Tennessee,33,82.3,30,60.2,991,1988,0.498,766,1359,0.564,1.37,0.555
2019,4,Montana,34,76.8,28.1,56.6,955,1923,0.497,674,1184,0.569,1.36,0.57
2019,5,Murray State,31,83.3,30.3,61,938,1890,0.496,696,1195,0.582,1.37,0.56
2019,6,Yale,28,80.6,29.8,60.3,834,1687,0.494,617,1101,0.56,1.34,0.559
2019,7,Wofford,33,83,30.2,61.3,997,2022,0.493,633,1148,0.551,1.35,0.583
2019,8,Liberty,34,74,27.1,55.2,921,1878,0.49,621,1061,0.585,1.34,0.57
2019,9,Michigan State,33,79.2,27.9,57.2,922,1889,0.488,649,1177,0.551,1.38,0.56
2019,10,Gardner-Webb,34,78.3,27.4,56.2,933,1912,0.488,661,1216,0.544,1.39,0.559
2019,11,Northeastern,33,76.1,26.2,54.3,864,1791,0.482,542,961,0.564,1.4,0.572
2019,12,Northern Kentucky,34,79.1,28.1,58.4,956,1986,0.481,655,1163,0.563,1.35,0.557
2019,13,Colgate,34,75.8,27.4,57,930,1939,0.48,625,1153,0.542,1.33,0.558
2019,14,Kentucky,33,76.7,26.6,55.6,878,1835,0.478,679,1288,0.527,1.38,0.533
2019,15,Virginia,32,71.8,25.6,53.6,820,1715,0.478,549,1052,0.522,1.34,0.557
2019,16,Fairleigh Dickinson,33,75.4,26.5,55.6,876,1834,0.478,622,1205,0.516,1.36,0.547
2019,17,Duke,34,83.5,30.5,63.9,1037,2173,0.477,790,1355,0.583,1.31,0.534
2019,18,Iowa State,34,77.4,28,58.6,951,1994,0.477,663,1205,0.55,1.32,0.549
2019,19,Virginia Tech,32,74,25.8,54.2,824,1733,0.475,517,954,0.542,1.37,0.564
2019,20,Abilene Christian,33,74.5,26.7,56.3,880,1858,0.474,634,1221,0.519,1.32,0.54
2019,21,Utah State,34,79.2,27.6,58.4,940,1985,0.474,673,1233,0.546,1.36,0.541
2019,22,Saint Mary's,33,72.9,26.5,56.1,876,1850,0.474,631,1202,0.525,1.3,0.54
2019,23,Mississippi State,33,77.3,27.6,58.5,911,1930,0.472,627,1178,0.532,1.32,0.546
2019,24,Texas Tech,32,73.1,26.2,55.5,837,1775,0.472,605,1144,0.529,1.32,0.537
2019,25,Georgia State,32,77.2,27,58.1,865,1858,0.466,549,1044,0.526,1.33,0.551
2019,26,Nevada,33,80.7,27.4,58.9,905,1944,0.466,613,1113,0.551,1.37,0.541
2019,27,North Carolina,33,86.1,31,66.9,1023,2207,0.464,734,1416,0.518,1.29,0.529
2019,28,UCF,31,72.1,24.7,53.3,765,1652,0.463,554,1056,0.525,1.35,0.527
2019,29,Buffalo,34,84.9,30.4,65.7,1033,2234,0.462,708,1265,0.56,1.29,0.535
2019,30,Kansas,34,75.4,27.3,59.1,928,2008,0.462,682,1306,0.522,1.28,0.523
2019,31,LSU,32,81.4,28.5,61.7,912,1975,0.462,693,1297,0.534,1.32,0.517
2019,32,Ole Miss,32,75.4,26.5,57.6,847,1844,0.459,586,1115,0.526,1.31,0.53
2019,33,UC Irvine,35,72.9,27,58.8,945,2058,0.459,707,1398,0.506,1.24,0.517
2019,34,New Mexico State,34,78.1,27.6,60,937,2041,0.459,618,1089,0.567,1.3,0.537
2019,35,Marquette,33,77.7,26.3,57.4,869,1895,0.459,558,1104,0.505,1.35,0.541
2019,36,Vermont,33,73.9,25.5,55.6,841,1834,0.459,584,1105,0.529,1.33,0.529
2019,37,North Dakota State,33,73.2,25.1,55,828,1816,0.456,513,955,0.537,1.33,0.543
2019,38,North Carolina Central,33,71.4,25.8,56.5,850,1865,0.456,638,1193,0.535,1.26,0.513
2019,39,Iowa,33,78.3,26.1,57.4,862,1894,0.455,595,1155,0.515,1.36,0.526
2019,40,Maryland,32,71.3,25.2,55.5,807,1777,0.454,575,1120,0.513,1.28,0.519
2019,41,St. John's,33,77.5,27.9,61.5,922,2031,0.454,641,1253,0.512,1.26,0.523
2019,42,Iona,32,76.8,26.1,57.6,835,1842,0.453,553,1038,0.533,1.33,0.53
2019,43,Wisconsin,33,69.1,25.9,57.1,854,1885,0.453,619,1243,0.498,1.21,0.515
2019,44,Washington,34,69.8,24.6,54.3,835,1845,0.453,581,1111,0.523,1.29,0.521
2019,45,Michigan,33,70.7,25.9,57.4,855,1894,0.451,589,1137,0.518,1.23,0.522
2019,46,Oregon,35,70.5,25.3,56.3,886,1971,0.45,620,1196,0.518,1.25,0.517
2019,47,Auburn,34,79.4,27.4,60.9,930,2071,0.449,549,1059,0.518,1.3,0.541
2019,48,Houston,33,76.2,26.8,59.6,883,1968,0.449,578,1130,0.512,1.28,0.526
2019,49,Arizona State,32,77.8,26.6,59.5,851,1903,0.447,619,1223,0.506,1.31,0.508
2019,50,Purdue,32,76.2,26.8,60,857,1920,0.446,546,1066,0.512,1.27,0.527
2019,51,Oklahoma,32,71.2,25.9,58.3,830,1864,0.445,618,1245,0.496,1.22,0.502
2019,52,Florida State,34,74.9,25.9,58.4,879,1984,0.443,624,1224,0.51,1.28,0.507
2019,53,VCU,32,71.4,25,56.6,801,1811,0.442,572,1066,0.537,1.26,0.506
2019,54,Seton Hall,33,73.9,26.2,59.4,863,1959,0.441,632,1245,0.508,1.25,0.499
2019,55,Baylor,32,71.7,25.5,57.9,816,1854,0.44,562,1106,0.508,1.24,0.509
2019,56,Villanova,34,74.5,24.7,56.2,840,1912,0.439,479,889,0.539,1.32,0.534
2019,57,Temple,32,74.8,26.4,60.2,845,1927,0.439,605,1201,0.504,1.24,0.501
2019,58,Prairie View A&M,34,75,25.7,58.7,875,1997,0.438,665,1322,0.503,1.28,0.491
2019,59,Minnesota,34,70.8,24.7,56.5,840,1922,0.437,662,1368,0.484,1.25,0.483
2019,60,Ohio State,33,69.6,24.2,55.3,797,1824,0.437,548,1099,0.499,1.26,0.505
2019,61,Louisville,33,74.5,25.1,57.8,828,1908,0.434,543,1074,0.506,1.29,0.509
2019,62,Bradley,34,66.6,23.2,53.6,790,1822,0.434,559,1190,0.47,1.24,0.497
2019,63,Cincinnati,33,71.8,24.9,57.7,822,1903,0.432,602,1274,0.473,1.24,0.49
2019,64,Kansas State,33,65.8,23.8,55.1,784,1819,0.431,551,1125,0.49,1.19,0.495
2019,65,Florida,34,68.3,23.9,56.1,814,1907,0.427,537,1079,0.498,1.22,0.499
2019,66,Syracuse,33,69.7,23.8,56.2,787,1856,0.424,525,1061,0.495,1.24,0.495
2019,67,Saint Louis,34,67.4,23.9,57.1,814,1941,0.419,617,1311,0.471,1.18,0.47
2019,68,Old Dominion,34,66.2,23.7,57.6,805,1959,0.411,547,1228,0.445,1.15,0.477
2018,1,Loyola Chicago,33,72.4,26.3,51.9,869,1714,0.507,623,1096,0.568,1.39,0.579
2018,2,Arizona,34,80.9,28.8,57,980,1939,0.505,745,1315,0.567,1.42,0.566
2018,3,Villanova,34,87.1,31,61.5,1055,2092,0.504,667,1117,0.597,1.41,0.597
2018,4,Michigan State,33,81,28.6,56.7,943,1872,0.504,666,1201,0.555,1.43,0.578
2018,5,Gonzaga,34,84.5,30.9,61.3,1049,2085,0.503,740,1259,0.588,1.38,0.577
2018,6,TCU,32,83,30,60.2,960,1925,0.499,689,1248,0.552,1.38,0.569
2018,7,Kansas,34,81.5,30.1,60.5,1024,2058,0.498,679,1201,0.565,1.35,0.581
2018,9,Virginia Tech,32,79.7,28.2,56.6,901,1811,0.498,621,1084,0.573,1.41,0.575
2018,9,Creighton,32,84.3,30.8,61.9,985,1982,0.497,651,1093,0.596,1.36,0.581
2018,10,Purdue,34,81.1,28.2,56.7,958,1928,0.497,632,1152,0.549,1.43,0.581
2018,11,Duke,33,84.7,30.5,61.9,1008,2044,0.493,734,1319,0.556,1.37,0.56
2018,12,Xavier,33,84.3,28.9,58.8,953,1942,0.491,695,1243,0.559,1.43,0.557
2018,13,Stephen F. Austin,34,81.1,28.9,59.2,982,2012,0.488,745,1375,0.542,1.37,0.547
2018,14,Davidson,31,77,27.6,56.9,856,1763,0.486,520,907,0.573,1.35,0.581
2018,15,Ohio State,32,75.8,27.9,57.6,894,1842,0.485,678,1230,0.551,1.32,0.544
2018,16,Murray State,31,78.9,27.4,56.5,849,1752,0.485,585,1056,0.554,1.4,0.56
2018,17,Iowa,33,79.7,28.7,59.8,946,1975,0.479,694,1303,0.533,1.33,0.543
2018,18,Wichita State,32,83,29.1,60.8,930,1944,0.478,638,1186,0.538,1.37,0.553
2018,19,Arkansas,34,81.1,29,60.7,985,2063,0.477,720,1402,0.514,1.34,0.542
2018,20,Florida State,31,81.8,29.2,61.7,906,1912,0.474,658,1206,0.546,1.33,0.539
2018,21,Buffalo,34,84.8,30.7,64.9,1045,2206,0.474,716,1319,0.543,1.31,0.548
2018,22,Butler,33,79.1,29.2,61.8,964,2041,0.472,694,1282,0.541,1.28,0.538
2018,23,Bucknell,34,81.1,27.7,58.7,942,1995,0.472,673,1211,0.556,1.38,0.54
2018,24,Kansas State,33,72.4,25.9,54.9,854,1811,0.472,625,1145,0.546,1.32,0.535
2018,25,Montana,33,78.1,28.1,59.5,926,1965,0.471,743,1431,0.519,1.31,0.518
2018,26,Michigan,35,74.5,26.9,57.2,943,2003,0.471,623,1135,0.549,1.3,0.551
2018,27,CSU Fullerton,31,73.2,25.4,53.9,786,1671,0.47,623,1189,0.524,1.36,0.519
2018,28,NC State,32,81.2,29.3,62.3,937,1993,0.47,685,1316,0.521,1.3,0.533
2018,29,South Dakota State,34,84.9,28.8,61.3,979,2084,0.47,618,1188,0.52,1.38,0.556
2018,30,Houston,32,78.1,27.8,59.3,891,1898,0.469,613,1184,0.518,1.32,0.543
2018,31,Kentucky,33,76.7,27.1,57.8,895,1908,0.469,717,1411,0.508,1.33,0.516
2018,32,Marshall,34,84.3,29.2,62.2,992,2116,0.469,651,1153,0.565,1.35,0.549
2018,33,Seton Hall,32,79,28.6,61,914,1951,0.468,681,1311,0.519,1.3,0.528
2018,34,Nevada,34,83.1,28.3,60.5,963,2056,0.468,633,1226,0.516,1.37,0.549
2018,35,North Carolina Central,34,72.8,27.3,58.6,928,1991,0.466,716,1365,0.525,1.24,0.519
2018,36,Arizona State,31,83.5,28,60.3,867,1868,0.464,590,1107,0.533,1.39,0.538
2018,37,Oklahoma,31,85.2,29.8,64.3,925,1993,0.464,629,1177,0.534,1.32,0.538
2018,38,North Carolina A&T,34,75.6,26.7,57.6,909,1959,0.464,702,1269,0.553,1.31,0.517
2018,39,Texas Tech,33,75.2,26.2,56.4,863,1860,0.464,631,1226,0.515,1.33,0.526
2018,40,Miami,31,74.2,27.4,59.1,850,1832,0.464,607,1163,0.522,1.25,0.531
2018,41,Georgia State,33,75.4,27,58.3,891,1924,0.463,584,1129,0.517,1.29,0.543
2018,42,Rhode Island,31,76.8,28.4,61.4,879,1904,0.462,669,1304,0.513,1.25,0.517
2018,43,Iona,33,79.8,28.2,61.1,931,2017,0.462,612,1195,0.512,1.31,0.541
2018,44,Virginia,33,67.5,25,54.2,825,1788,0.461,582,1165,0.5,1.25,0.529
2018,45,UCLA,32,81.9,28.3,61.4,906,1964,0.461,606,1181,0.513,1.33,0.538
2018,46,San Diego State,32,77.5,27.6,59.8,882,1913,0.461,647,1220,0.53,1.3,0.522
2018,47,Pennsylvania,31,76.7,27.3,59.4,847,1840,0.46,575,1057,0.544,1.29,0.534
2018,49,North Carolina,35,82,29.9,65.1,1048,2279,0.46,758,1483,0.511,1.26,0.523
2018,50,New Mexico State,33,75.9,28.5,61.9,939,2042,0.46,690,1294,0.533,1.23,0.521
2018,51,Charleston,33,75.1,25.8,56.2,852,1853,0.46,598,1155,0.518,1.34,0.528
2018,51,Alabama,34,72.4,25.3,55.2,860,1877,0.458,643,1208,0.532,1.31,0.516
2018,52,Long Island University,34,77.5,26.9,59,916,2005,0.457,644,1216,0.53,1.31,0.525
2018,53,Texas A&M,32,75,27.7,60.7,887,1942,0.457,676,1297,0.521,1.24,0.511
2018,54,Lipscomb,32,82.6,28.2,61.8,901,1976,0.456,641,1191,0.538,1.34,0.522
2018,55,St. Bonaventure,32,77.9,26.4,57.8,844,1851,0.456,596,1228,0.485,1.35,0.523
2018,56,Missouri,32,73.3,24.3,53.6,778,1716,0.453,480,941,0.51,1.37,0.54
2018,57,Cincinnati,33,75,26.5,58.4,873,1926,0.453,629,1245,0.505,1.29,0.517
2018,58,Clemson,32,73.3,25.3,55.8,809,1786,0.453,543,1060,0.512,1.31,0.527
2018,59,UNC Greensboro,34,73.5,26.4,59.1,896,2009,0.446,568,1092,0.52,1.24,0.528
2018,60,UMBC,34,73.9,26.1,58.6,886,1993,0.445,540,1099,0.491,1.26,0.531
2018,61,Providence,34,73.7,25.6,58.1,872,1975,0.442,655,1324,0.495,1.27,0.496
2018,62,Texas Southern,34,77.6,25.8,58.5,878,1989,0.441,612,1257,0.487,1.33,0.508
2018,63,Tennessee,32,74.3,25.3,57.3,810,1835,0.441,561,1187,0.473,1.3,0.509
2018,64,Auburn,32,83.4,27.1,61.8,868,1977,0.439,556,1125,0.494,1.35,0.518
2018,65,Texas,33,71.7,25.8,58.9,851,1943,0.438,617,1201,0.514,1.22,0.498
2018,66,Wright State,34,72.1,25.1,57.6,854,1959,0.436,621,1277,0.486,1.25,0.495
2018,67,Florida,32,76.1,26.3,60.5,841,1937,0.434,549,1159,0.474,1.26,0.51
2018,68,West Virginia,34,79.6,27.8,64,944,2176,0.434,645,1329,0.485,1.24,0.503
2018,69,Radford,34,67.4,23.6,55.4,802,1882,0.426,539,1130,0.477,1.22,0.496
2018,70,Syracuse,33,67.5,22.8,54.4,751,1796,0.418,558,1196,0.467,1.24,0.472
2017,1,UCLA,33,90.4,33.7,65,1113,2144,0.519,786,1337,0.588,1.39,0.595
2017,2,Gonzaga,33,84.6,30.4,58.6,1002,1935,0.518,761,1304,0.584,1.44,0.58
2017,3,Creighton,34,82.1,30.9,60.9,1052,2071,0.508,755,1327,0.569,1.35,0.58
2017,4,Florida Gulf Coast,33,79.4,29.6,59.1,978,1949,0.502,765,1341,0.57,1.34,0.556
2017,5,Villanova,34,77.7,26.9,54,913,1837,0.497,613,1027,0.597,1.44,0.579
2017,6,Saint Mary's,32,72,26.3,53.1,842,1698,0.496,560,992,0.565,1.36,0.579
2017,7,Vermont,34,73.6,26.9,54.4,916,1848,0.496,697,1254,0.556,1.35,0.555
2017,8,East Tennessee State,34,79.9,27.5,56,935,1904,0.491,679,1235,0.55,1.43,0.558
2017,9,Middle Tennessee,34,75,28.3,57.7,961,1962,0.49,744,1372,0.542,1.3,0.545
2017,10,Virginia Tech,32,79.3,27,55.1,864,1764,0.49,581,1061,0.548,1.44,0.57
2017,11,Marquette,31,82.5,28.8,59.2,894,1835,0.487,569,1080,0.527,1.39,0.576
2017,12,Kansas,32,82.7,29.6,60.7,946,1943,0.487,667,1254,0.532,1.36,0.559
2017,13,Florida State,33,82.5,29.8,61.6,982,2032,0.483,755,1395,0.541,1.34,0.539
2017,14,North Dakota,31,80.5,28.8,59.7,894,1850,0.483,676,1287,0.525,1.35,0.542
2017,15,Michigan,35,74.8,26.3,54.4,920,1905,0.483,592,1045,0.567,1.37,0.569
2017,16,UNC Wilmington,34,85.2,30.8,63.8,1046,2170,0.482,720,1279,0.563,1.33,0.557
2017,17,Oregon,34,79.1,28.1,58.3,954,1982,0.481,662,1209,0.548,1.36,0.555
2017,18,Bucknell,34,76.1,26.9,55.9,915,1902,0.481,638,1168,0.546,1.36,0.554
2017,19,Purdue,32,80.1,27.9,58.3,894,1864,0.48,606,1155,0.525,1.38,0.557
2017,20,Butler,31,76.3,26.8,56.1,831,1740,0.478,594,1088,0.546,1.36,0.546
2017,21,Duke,35,80.7,27.7,58,968,2030,0.477,680,1264,0.538,1.39,0.548
2017,22,Kentucky,34,85.9,30.2,63.3,1026,2152,0.477,786,1473,0.534,1.36,0.533
2017,23,Arizona,34,76.3,26.2,55.1,891,1873,0.476,662,1297,0.51,1.38,0.537
2017,24,SMU,34,74.5,26.2,55.3,890,1879,0.474,613,1197,0.512,1.35,0.547
2017,25,Wichita State,34,82.1,27.9,59,949,2005,0.473,653,1280,0.51,1.39,0.547
2017,26,Wake Forest,32,82.7,28.1,59.4,898,1902,0.472,639,1232,0.519,1.39,0.54
2017,27,North Carolina,34,84.9,31,65.9,1055,2239,0.471,809,1567,0.516,1.29,0.526
2017,28,Baylor,32,72.7,26.2,55.6,838,1779,0.471,622,1177,0.528,1.31,0.532
2017,29,New Orleans,31,73.1,25.8,54.9,801,1701,0.471,663,1272,0.521,1.33,0.511
2017,30,Dayton,31,76.5,25.9,55,802,1705,0.47,551,1056,0.522,1.39,0.544
2017,31,Iowa State,33,80.9,29.4,62.8,971,2072,0.469,642,1254,0.512,1.29,0.548
2017,32,Michigan State,33,71.7,25.8,55.1,850,1817,0.468,591,1128,0.524,1.3,0.539
2017,33,New Mexico State,33,78.9,26.8,57.4,885,1893,0.468,641,1168,0.549,1.38,0.532
2017,34,Oklahoma State,32,85.5,28.8,62.1,922,1986,0.464,635,1270,0.5,1.38,0.537
2017,35,Virginia,32,66.6,24.9,53.7,797,1717,0.464,573,1147,0.5,1.24,0.529
2017,36,VCU,34,74.7,26.9,58.4,916,1985,0.461,719,1396,0.515,1.28,0.511
2017,37,Arkansas,34,79.8,27.7,60.2,943,2046,0.461,721,1436,0.502,1.33,0.515
2017,38,Notre Dame,34,78,27.6,59.8,937,2033,0.461,617,1203,0.513,1.3,0.54
2017,39,Northern Kentucky,34,76.1,26.5,57.8,902,1964,0.459,610,1137,0.536,1.32,0.534
2017,40,South Dakota State,34,77.6,25.4,55.3,863,1880,0.459,550,1017,0.541,1.4,0.542
2017,41,Kansas State,33,71.7,24.8,54,817,1782,0.458,583,1133,0.515,1.33,0.524
2017,42,West Virginia,34,82,29,63.3,986,2153,0.458,729,1442,0.506,1.29,0.518
2017,43,Jacksonville State,34,69.7,24.5,53.6,834,1823,0.457,586,1157,0.506,1.3,0.526
2017,44,Troy,36,78.4,26.6,58.2,958,2095,0.457,652,1250,0.522,1.35,0.53
2017,45,North Carolina Central,33,75.1,26.8,58.7,886,1938,0.457,636,1203,0.529,1.28,0.522
2017,46,Winthrop,32,79.7,27.1,59.2,866,1895,0.457,562,1081,0.52,1.35,0.537
2017,47,Louisville,32,77.5,27.9,61.3,893,1961,0.455,665,1325,0.502,1.27,0.514
2017,48,Iona,34,80.5,28,61.5,951,2091,0.455,619,1255,0.493,1.31,0.534
2017,49,Cincinnati,34,74.5,26.9,59.3,916,2016,0.454,664,1282,0.518,1.26,0.517
2017,50,Xavier,34,74.6,25.8,56.7,876,1929,0.454,637,1226,0.52,1.32,0.516
2017,51,USC,33,78.7,27.2,59.9,897,1977,0.454,638,1264,0.505,1.31,0.519
2017,52,Miami,32,69.4,24.8,54.6,792,1748,0.453,587,1177,0.499,1.27,0.512
2017,53,Rhode Island,33,73.4,26.1,57.6,860,1901,0.452,653,1292,0.505,1.27,0.507
2017,54,Princeton,29,72.1,25.9,57.2,750,1659,0.452,460,901,0.511,1.26,0.539
2017,55,Wisconsin,34,71.9,26.2,58,891,1972,0.452,634,1249,0.508,1.24,0.517
2017,56,Maryland,32,74.2,25.2,55.8,805,1786,0.451,540,1056,0.511,1.33,0.525
2017,57,Seton Hall,32,73.3,26.4,58.7,846,1879,0.45,650,1299,0.5,1.25,0.502
2017,58,Nevada,34,80,26.7,59.3,907,2017,0.45,595,1206,0.493,1.35,0.527
2017,59,Florida,32,78.3,26.6,59.2,851,1893,0.45,603,1208,0.499,1.32,0.515
2017,60,Providence,32,70.3,24.3,54.5,779,1744,0.447,549,1119,0.491,1.29,0.513
2017,61,Mount St. Mary's,34,68.3,24.4,55.1,831,1873,0.444,585,1183,0.495,1.24,0.509
2017,62,UC Davis,34,70.5,24.4,55.8,830,1898,0.437,618,1299,0.476,1.26,0.493
2017,63,Northwestern,34,71.1,25.3,58,860,1973,0.436,619,1266,0.489,1.23,0.497
2017,64,Minnesota,33,75.3,26.2,60.2,863,1985,0.435,660,1396,0.473,1.25,0.486
2017,65,Vanderbilt,34,71.3,23.4,54.1,794,1841,0.431,457,946,0.483,1.32,0.523
2017,66,Texas Southern,34,74.4,24.8,57.6,844,1957,0.431,646,1289,0.501,1.29,0.482
2017,67,Kent State,35,76.9,27.3,63.8,955,2232,0.428,707,1451,0.487,1.21,0.483
2017,68,South Carolina,32,72.1,24.6,59.3,787,1899,0.414,571,1260,0.453,1.21,0.471
2016,1,Iowa State,32,81.8,31.2,62.2,998,1990,0.502,733,1293,0.567,1.32,0.568
2016,2,Indiana,32,82.3,29.2,58.3,934,1864,0.501,618,1102,0.561,1.41,0.586
2016,3,Kansas,34,81.6,28.7,58.1,976,1974,0.494,693,1310,0.529,1.4,0.566
