Year,RK,Team,GP,STL,STPG,TO,TOPG,PF,ST/TO,ST/PF
2015,63,Indiana,33,167,5.06,379,11.48,579,0.44,0.29
2015,64,Maryland,33,160,4.85,397,12.03,545,0.4,0.29
2015,65,North Dakota State,32,153,4.78,312,9.75,482,0.49,0.32
2015,66,Wisconsin,34,154,4.53,252,7.41,409,0.61,0.38
2015,67,NC State,33,131,3.97,347,10.52,580,0.38,0.23
2015,68,Texas,33,124,3.76,420,12.73,533,0.3,0.23
2014,1,VCU,33,374,11.33,412,12.48,647,0.91,0.58
2014,2,Louisville,34,344,10.12,350,10.29,663,0.98,0.52
2014,3,UCLA,34,319,9.38,358,10.53,603,0.89,0.53
2014,4,Eastern Kentucky,33,291,8.82,352,10.67,686,0.83,0.42
2014,5,Memphis,32,279,8.72,431,13.47,578,0.65,0.48
2014,6,Manhattan,32,265,8.28,453,14.16,772,0.58,0.34
2014,7,Syracuse,32,257,8.03,285,8.91,508,0.9,0.51
2014,8,Cincinnati,33,262,7.94,366,11.09,575,0.72,0.46
2014,9,Oregon,32,254,7.94,373,11.66,680,0.68,0.37
2014,10,San Diego State,33,260,7.88,328,9.94,546,0.79,0.48
2014,11,North Carolina Central,33,259,7.85,383,11.61,646,0.68,0.4
2014,12,Harvard,30,235,7.83,342,11.4,534,0.69,0.44
2014,13,Ohio State,34,260,7.65,380,11.18,561,0.68,0.46
2014,14,Oklahoma State,33,250,7.58,344,10.42,648,0.73,0.39
2014,15,Stephen F. Austin,33,250,7.58,368,11.15,691,0.68,0.36
2014,16,Saint Louis,32,237,7.41,404,12.63,552,0.59,0.43
2014,17,Louisiana,33,243,7.36,455,13.79,699,0.53,0.35
2014,18,North Carolina,32,234,7.31,385,12.03,650,0.61,0.36
2014,19,BYU,34,247,7.26,386,11.35,665,0.64,0.37
2014,20,Iowa,32,232,7.25,365,11.41,573,0.64,0.4
2014,21,Mount St. Mary's,32,229,7.16,384,12,600,0.6,0.38
2014,22,Florida,33,236,7.15,372,11.27,529,0.63,0.45
2014,23,George Washington,32,226,7.06,418,13.06,577,0.54,0.39
2014,24,Pittsburgh,34,238,7,359,10.56,594,0.66,0.4
2014,25,Duke,33,231,7,316,9.58,630,0.73,0.37
2014,26,UConn,34,237,6.97,397,11.68,619,0.6,0.38
2014,27,Wichita State,34,237,6.97,353,10.38,573,0.67,0.41
2014,28,Tulsa,33,230,6.97,378,11.45,705,0.61,0.33
2014,29,Michigan State,33,229,6.94,379,11.48,623,0.6,0.37
2014,30,Villanova,32,222,6.94,379,11.84,630,0.59,0.35
2014,31,Nebraska,31,213,6.87,338,10.9,629,0.63,0.34
2014,32,Oklahoma,32,219,6.84,366,11.44,608,0.6,0.36
2014,33,UMass,32,218,6.81,433,13.53,628,0.5,0.35
2014,34,Gonzaga,34,227,6.68,383,11.26,617,0.59,0.37
2014,35,North Dakota State,31,200,6.45,304,9.81,551,0.66,0.36
2014,36,Coastal Carolina,33,211,6.39,465,14.09,649,0.45,0.33
2014,37,Wofford,32,202,6.31,342,10.69,564,0.59,0.36
2014,38,Kansas State,32,198,6.19,394,12.31,694,0.5,0.29
2014,39,American,32,193,6.03,447,13.97,551,0.43,0.35
2014,40,Iowa State,33,199,6.03,348,10.55,574,0.57,0.35
2014,41,Colorado,34,205,6.03,449,13.21,564,0.46,0.36
2014,42,Mercer,34,205,6.03,406,11.94,628,0.5,0.33
2014,43,Delaware,34,204,6,326,9.59,641,0.63,0.32
2014,44,Western Michigan,32,190,5.94,451,14.09,586,0.42,0.32
2014,45,Arizona,34,200,5.88,355,10.44,559,0.56,0.36
2014,46,Kansas,33,193,5.85,435,13.18,695,0.44,0.28
2014,47,Xavier,33,193,5.85,408,12.36,657,0.47,0.29
2014,48,Cal Poly,32,187,5.84,287,8.97,584,0.65,0.32
2014,49,Dayton,33,192,5.82,396,12,661,0.48,0.29
2014,50,Milwaukee,34,196,5.76,457,13.44,615,0.43,0.32
2014,51,Texas,33,190,5.76,408,12.36,629,0.47,0.3
2014,52,Providence,34,190,5.59,396,11.65,588,0.48,0.32
2014,53,Albany,32,177,5.53,404,12.63,551,0.44,0.32
2014,54,Virginia,33,179,5.42,339,10.27,531,0.53,0.34
2014,55,Tennessee,33,173,5.24,354,10.73,563,0.49,0.31
2014,56,Baylor,35,183,5.23,414,11.83,604,0.44,0.3
2014,57,Michigan,32,166,5.19,301,9.41,464,0.55,0.36
2014,58,Arizona State,32,165,5.16,367,11.47,617,0.45,0.27
2014,59,Stanford,33,168,5.09,371,11.24,596,0.45,0.28
2014,60,Wisconsin,33,165,5,266,8.06,493,0.62,0.33
2014,61,New Mexico,33,160,4.85,351,10.64,560,0.46,0.29
2014,62,Kentucky,33,158,4.79,403,12.21,623,0.39,0.25
2014,63,NC State,34,162,4.76,354,10.41,636,0.46,0.25
2014,64,New Mexico State,35,165,4.71,444,12.69,592,0.37,0.28
2014,65,Texas Southern,33,152,4.61,441,13.36,536,0.34,0.28
2014,66,Saint Joseph's,32,146,4.56,395,12.34,509,0.37,0.29
2014,67,Weber State,30,123,4.1,372,12.4,541,0.33,0.23
2014,68,Creighton,33,135,4.09,328,9.94,582,0.41,0.23
2013,1,VCU,33,394,11.94,389,11.79,652,1.01,0.6
2013,2,Louisville,34,365,10.74,431,12.68,603,0.85,0.61
2013,3,Belmont,32,315,9.84,432,13.5,585,0.73,0.54
2013,4,Northwestern State,31,305,9.84,433,13.97,599,0.7,0.51
2013,5,Florida Gulf Coast,34,306,9,499,14.68,597,0.61,0.51
2013,6,Memphis,34,305,8.97,497,14.62,614,0.61,0.5
2013,7,Syracuse,35,311,8.89,442,12.63,566,0.7,0.55
2013,8,Oregon,34,289,8.5,507,14.91,590,0.57,0.49
2013,9,Ole Miss,33,277,8.39,372,11.27,560,0.74,0.49
2013,10,North Carolina,33,272,8.24,405,12.27,487,0.67,0.56
2013,11,UCLA,34,278,8.18,376,11.06,506,0.74,0.55
2013,12,Michigan State,33,267,8.09,443,13.42,525,0.6,0.51
2013,13,La Salle,30,242,8.07,351,11.7,459,0.69,0.53
2013,14,Temple,32,257,8.03,351,10.97,525,0.73,0.49
2013,15,Gonzaga,33,263,7.97,370,11.21,517,0.71,0.51
2013,16,James Madison,34,268,7.88,380,11.18,582,0.71,0.46
2013,17,Villanova,33,254,7.7,517,15.67,628,0.49,0.4
2013,18,Minnesota,32,242,7.56,442,13.81,561,0.55,0.43
2013,19,Georgetown,31,234,7.55,393,12.68,522,0.6,0.45
2013,20,Oklahoma State,32,240,7.5,397,12.41,574,0.6,0.42
2013,21,Southern,32,240,7.5,349,10.91,551,0.69,0.44
2013,22,Indiana,33,247,7.48,429,13,564,0.58,0.44
2013,23,Wichita State,34,254,7.47,435,12.79,602,0.58,0.42
2013,24,Saint Louis,32,239,7.47,361,11.28,552,0.66,0.43
2013,25,Harvard,28,208,7.43,378,13.5,423,0.55,0.49
2013,26,UNLV,34,250,7.35,475,13.97,573,0.53,0.44
2013,27,Kansas,34,244,7.18,465,13.68,575,0.52,0.42
2013,28,Akron,32,229,7.16,436,13.63,566,0.53,0.4
2013,29,Middle Tennessee,33,234,7.09,455,13.79,679,0.51,0.34
2013,30,Kansas State,34,241,7.09,394,11.59,617,0.61,0.39
2013,31,North Carolina A&T,35,247,7.06,529,15.11,679,0.47,0.36
2013,32,Colorado,32,225,7.03,424,13.25,505,0.53,0.45
2013,33,Cincinnati,33,231,7,423,12.82,583,0.55,0.4
2013,34,Arizona,32,222,6.94,419,13.09,522,0.53,0.43
2013,35,Florida,32,222,6.94,354,11.06,456,0.63,0.49
2013,36,Illinois,34,235,6.91,391,11.5,619,0.6,0.38
2013,37,San Diego State,32,220,6.88,382,11.94,474,0.58,0.46
2013,38,Long Island University,33,225,6.82,475,14.39,585,0.47,0.38
2013,39,Ohio State,32,218,6.81,341,10.66,501,0.64,0.44
2013,40,Missouri,33,223,6.76,437,13.24,543,0.51,0.41
2013,41,Boise State,31,209,6.74,375,12.1,586,0.56,0.36
2013,42,Marquette,31,209,6.74,422,13.61,525,0.5,0.4
2013,43,Valparaiso,33,220,6.67,479,14.52,574,0.46,0.38
2013,44,Pittsburgh,32,213,6.66,349,10.91,546,0.61,0.39
2013,45,Iona,33,218,6.61,402,12.18,564,0.54,0.39
2013,46,NC State,34,224,6.59,420,12.35,521,0.53,0.43
2013,47,Duke,32,209,6.53,343,10.72,567,0.61,0.37
2013,48,Iowa State,33,215,6.52,438,13.27,560,0.49,0.38
2013,49,Oklahoma,31,200,6.45,367,11.84,537,0.54,0.37
2013,50,Miami,32,203,6.34,352,11,476,0.58,0.43
2013,51,Saint Mary's,33,207,6.27,396,12,578,0.52,0.36
2013,52,New Mexico,34,208,6.12,391,11.5,521,0.53,0.4
2013,53,Western Kentucky,35,214,6.11,527,15.06,666,0.41,0.32
2013,54,Michigan,33,198,6,304,9.21,430,0.65,0.46
2013,55,Montana,31,182,5.87,374,12.06,521,0.49,0.35
2013,56,California,31,179,5.77,389,12.55,503,0.46,0.36
2013,57,Wisconsin,33,189,5.73,323,9.79,463,0.59,0.41
2013,58,Butler,34,193,5.68,454,13.35,611,0.43,0.32
2013,59,Davidson,33,187,5.67,360,10.91,584,0.52,0.32
2013,60,Pacific,34,192,5.65,376,11.06,605,0.51,0.32
2013,61,New Mexico State,34,189,5.56,490,14.41,512,0.39,0.37
2013,62,Liberty,35,193,5.51,468,13.37,667,0.41,0.29
2013,63,Albany,34,185,5.44,455,13.38,545,0.41,0.34
2013,64,Notre Dame,34,173,5.09,376,11.06,483,0.46,0.36
2013,65,South Dakota State,34,172,5.06,353,10.38,481,0.49,0.36
2013,66,Creighton,34,170,5,417,12.26,551,0.41,0.31
2013,67,Colorado State,33,161,4.88,355,10.76,562,0.45,0.29
2013,68,Bucknell,33,118,3.58,312,9.45,478,0.38,0.25
2012,1,VCU,34,363,10.68,389,11.44,617,0.93,0.59
2012,2,Syracuse,33,317,9.61,348,10.55,499,0.91,0.64
2012,3,Ohio,34,319,9.38,450,13.24,671,0.71,0.48
2012,4,Louisville,35,319,9.11,513,14.66,623,0.62,0.51
2012,5,Marquette,32,282,8.81,424,13.25,571,0.67,0.49
2012,6,Mississippi Valley State,34,297,8.74,494,14.53,699,0.6,0.42
2012,7,UNC Asheville,33,280,8.48,444,13.45,590,0.63,0.47
2012,8,BYU,33,279,8.45,436,13.21,600,0.64,0.47
2012,9,Murray State,31,261,8.42,434,14,565,0.6,0.46
2012,10,UNLV,34,285,8.38,458,13.47,582,0.62,0.49
2012,11,Lamar,34,281,8.26,411,12.09,586,0.68,0.48
2012,12,Missouri,34,279,8.21,350,10.29,480,0.8,0.58
2012,13,Cincinnati,34,276,8.12,361,10.62,515,0.76,0.54
2012,14,Memphis,34,270,7.94,433,12.74,648,0.62,0.42
2012,15,Loyola (MD),32,249,7.78,431,13.47,600,0.58,0.42
2012,16,Lehigh,33,256,7.76,375,11.36,586,0.68,0.44
2012,17,Florida State,32,247,7.72,522,16.31,600,0.47,0.41
2012,18,Baylor,34,259,7.62,472,13.88,596,0.55,0.43
2012,19,Detroit Mercy,35,263,7.51,436,12.46,662,0.6,0.4
2012,20,Michigan State,33,246,7.45,436,13.21,582,0.56,0.42
2012,21,Belmont,34,252,7.41,421,12.38,613,0.6,0.41
2012,22,Kansas,33,244,7.39,437,13.24,582,0.56,0.42
2012,23,Ohio State,33,242,7.33,385,11.67,529,0.63,0.46
2012,24,Alabama,32,234,7.31,414,12.94,588,0.57,0.4
2012,25,Temple,31,224,7.23,388,12.52,548,0.58,0.41
2012,26,Iona,32,231,7.22,396,12.38,540,0.58,0.43
2012,27,Long Beach State,33,236,7.15,425,12.88,508,0.56,0.46
2012,28,Montana,31,221,7.13,393,12.68,566,0.56,0.39
2012,29,Saint Louis,32,225,7.03,359,11.22,542,0.63,0.42
2012,30,Saint Mary's,32,224,7,372,11.63,509,0.6,0.44
2012,31,New Mexico,33,229,6.94,440,13.33,581,0.52,0.39
2012,32,NC State,34,235,6.91,436,12.82,577,0.54,0.41
2012,33,Norfolk State,34,235,6.91,520,15.29,660,0.45,0.36
2012,34,New Mexico State,35,239,6.83,516,14.74,616,0.46,0.39
2012,35,North Carolina,33,225,6.82,393,11.91,488,0.57,0.46
2012,36,Texas,33,225,6.82,415,12.58,644,0.54,0.35
2012,37,Gonzaga,31,211,6.81,414,13.35,470,0.51,0.45
2012,38,South Dakota State,34,229,6.74,357,10.5,550,0.64,0.42
2012,39,Purdue,33,216,6.55,286,8.67,585,0.76,0.37
2012,40,Virginia,31,202,6.52,354,11.42,491,0.57,0.41
2012,41,West Virginia,32,208,6.5,412,12.88,534,0.5,0.39
2012,42,Florida,33,214,6.48,360,10.91,523,0.59,0.41
2012,43,Indiana,33,212,6.42,421,12.76,580,0.5,0.37
2012,44,Kentucky,33,209,6.33,378,11.45,470,0.55,0.44
2012,45,Wichita State,32,201,6.28,391,12.22,541,0.51,0.37
2012,46,Duke,33,206,6.24,402,12.18,600,0.51,0.34
2012,47,Vermont,34,212,6.24,420,12.35,588,0.5,0.36
2012,48,Georgetown,31,193,6.23,393,12.68,545,0.49,0.35
2012,49,Kansas State,31,191,6.16,449,14.48,624,0.43,0.31
2012,50,Xavier,32,196,6.13,414,12.94,600,0.47,0.33
2012,51,Long Island University,33,200,6.06,534,16.18,520,0.37,0.38
2012,52,Harvard,30,180,6,369,12.3,452,0.49,0.4
2012,53,Vanderbilt,33,197,5.97,437,13.24,528,0.45,0.37
2012,54,Southern Miss,33,197,5.97,367,11.12,624,0.54,0.32
2012,55,Colorado,34,200,5.88,432,12.71,580,0.46,0.34
2012,56,Iowa State,32,188,5.88,401,12.53,513,0.47,0.37
2012,57,UConn,33,192,5.82,414,12.55,472,0.46,0.41
2012,58,St. Bonaventure,30,173,5.77,426,14.2,556,0.41,0.31
2012,59,San Diego State,33,186,5.64,417,12.64,525,0.45,0.35
2012,60,Davidson,32,180,5.63,378,11.81,650,0.48,0.28
2012,61,South Florida,33,182,5.52,452,13.7,506,0.4,0.36
2012,62,Western Kentucky,33,182,5.52,496,15.03,654,0.37,0.28
2012,63,Colorado State,31,166,5.35,386,12.45,583,0.43,0.28
2012,64,Wisconsin,33,172,5.21,296,8.97,467,0.58,0.37
2012,65,Notre Dame,33,171,5.18,331,10.03,453,0.52,0.38
2012,66,Michigan,33,166,5.03,360,10.91,513,0.46,0.32
2012,67,California,33,158,4.79,404,12.24,474,0.39,0.33
2012,68,Creighton,33,158,4.79,405,12.27,562,0.39,0.28
2011,1,Missouri,33,322,9.76,422,12.79,671,0.76,0.48
2011,2,Belmont,34,331,9.74,473,13.91,707,0.7,0.47
2011,3,UNC Asheville,32,297,9.28,481,15.03,618,0.62,0.48
2011,4,Louisville,34,313,9.21,443,13.03,652,0.71,0.48
2011,5,Florida State,31,272,8.77,500,16.13,597,0.54,0.46
2011,6,Syracuse,33,289,8.76,400,12.12,506,0.72,0.57
2011,7,Morehead State,33,284,8.61,498,15.09,624,0.57,0.46
2011,8,Memphis,34,290,8.53,520,15.29,686,0.56,0.42
2011,9,VCU,34,290,8.53,393,11.56,620,0.74,0.47
2011,10,UNLV,32,260,8.13,405,12.66,618,0.64,0.42
2011,11,Clemson,32,257,8.03,428,13.38,588,0.6,0.44
2011,12,St. John's,32,256,8,398,12.44,601,0.64,0.43
2011,13,Kansas,34,270,7.94,458,13.47,608,0.59,0.44
2011,14,BYU,34,268,7.88,374,11,587,0.72,0.46
2011,15,Saint Peter's,33,253,7.67,497,15.06,643,0.51,0.39
2011,16,Cincinnati,33,250,7.58,382,11.58,568,0.65,0.44
2011,17,Duke,34,254,7.47,416,12.24,607,0.61,0.42
2011,18,Hampton,32,239,7.47,395,12.34,587,0.61,0.41
2011,19,Tennessee,33,246,7.45,436,13.21,645,0.56,0.38
2011,20,Gonzaga,33,244,7.39,444,13.45,615,0.55,0.4
2011,21,Long Island University,32,235,7.34,491,15.34,552,0.48,0.43
2011,22,Alabama State,34,249,7.32,539,15.85,756,0.46,0.33
2011,23,UC Santa Barbara,31,226,7.29,439,14.16,594,0.51,0.38
2011,24,Ohio State,34,244,7.18,346,10.18,485,0.71,0.5
2011,25,Marquette,34,244,7.18,408,12,574,0.6,0.43
2011,26,UTSA,32,229,7.16,435,13.59,628,0.53,0.36
2011,27,Temple,32,222,6.94,347,10.84,510,0.64,0.44
2011,28,Old Dominion,33,225,6.82,409,12.39,486,0.55,0.46
2011,29,Wofford,33,223,6.76,391,11.85,633,0.57,0.35
2011,30,George Mason,32,216,6.75,350,10.94,549,0.62,0.39
2011,31,Washington,33,222,6.73,408,12.36,668,0.54,0.33
2011,32,Akron,35,234,6.69,424,12.11,671,0.55,0.35
2011,33,UConn,35,232,6.63,411,11.74,558,0.56,0.42
2011,34,Texas A&M,32,209,6.53,415,12.97,581,0.5,0.36
2011,35,Georgia,32,208,6.5,429,13.41,528,0.48,0.39
2011,36,Michigan State,33,210,6.36,438,13.27,620,0.48,0.34
2011,37,Villanova,32,203,6.34,383,11.97,558,0.53,0.36
2011,38,Kansas State,32,203,6.34,479,14.97,653,0.42,0.31
2011,39,Purdue,32,201,6.28,331,10.34,576,0.61,0.35
2011,40,San Diego State,34,212,6.24,376,11.06,506,0.56,0.42
2011,41,Indiana State,33,205,6.21,463,14.03,660,0.44,0.31
2011,42,Northern Colorado,31,191,6.16,445,14.35,601,0.43,0.32
2011,43,Oakland,34,209,6.15,466,13.71,626,0.45,0.33
2011,44,Georgetown,31,190,6.13,416,13.42,577,0.46,0.33
2011,45,North Carolina,33,202,6.12,446,13.52,536,0.45,0.38
2011,46,Richmond,34,208,6.12,363,10.68,546,0.57,0.38
2011,47,Butler,32,193,6.03,356,11.13,604,0.54,0.32
2011,48,USC,33,197,5.97,375,11.36,567,0.53,0.35
2011,49,Princeton,31,183,5.9,383,12.35,540,0.48,0.34
2011,50,Little Rock,35,206,5.89,412,11.77,715,0.5,0.29
2011,51,Florida,33,194,5.88,410,12.42,476,0.47,0.41
2011,52,Texas,34,198,5.82,402,11.82,585,0.49,0.34
2011,53,Illinois,32,178,5.56,407,12.72,562,0.44,0.32
2011,54,Xavier,31,171,5.52,371,11.97,532,0.46,0.32
2011,55,Kentucky,33,181,5.48,352,10.67,531,0.51,0.34
2011,56,UCLA,32,175,5.47,478,14.94,560,0.37,0.31
2011,57,Boston University,34,183,5.38,406,11.94,619,0.45,0.3
2011,58,UAB,30,160,5.33,368,12.27,503,0.43,0.32
2011,59,Vanderbilt,33,174,5.27,434,13.15,536,0.4,0.32
2011,60,Arizona,34,171,5.03,437,12.85,632,0.39,0.27
2011,61,Utah State,33,160,4.85,390,11.82,566,0.41,0.28
2011,62,Pittsburgh,32,154,4.81,373,11.66,574,0.41,0.27
2011,63,Bucknell,33,157,4.76,375,11.36,602,0.42,0.26
2011,64,Michigan,33,156,4.73,333,10.09,547,0.47,0.29
2011,65,West Virginia,31,143,4.61,375,12.1,550,0.38,0.26
2011,66,Notre Dame,32,147,4.59,342,10.69,479,0.43,0.31
2011,67,Penn State,33,147,4.45,349,10.58,517,0.42,0.28
2011,68,Wisconsin,31,107,3.45,229,7.39,467,0.47,0.23
2010,1,Missouri,32,350,10.94,416,13,617,0.84,0.57
2010,2,Murray State,34,340,10,498,14.65,580,0.68,0.59
2010,3,Syracuse,32,320,10,483,15.09,468,0.66,0.68
2010,4,Clemson,31,299,9.65,460,14.84,542,0.65,0.55
2010,5,Houston,34,323,9.5,309,9.09,633,1.05,0.51
2010,6,Siena,33,290,8.79,404,12.24,455,0.72,0.64
2010,7,UTEP,32,280,8.75,421,13.16,618,0.67,0.45
2010,8,Winthrop,32,280,8.75,395,12.34,600,0.71,0.47
2010,9,BYU,34,288,8.47,392,11.53,580,0.73,0.5
2010,10,Kansas,34,286,8.41,441,12.97,619,0.65,0.46
2010,11,Richmond,33,277,8.39,375,11.36,599,0.74,0.46
2010,12,Florida State,31,260,8.39,520,16.77,553,0.5,0.47
2010,13,East Tennessee State,34,282,8.29,505,14.85,648,0.56,0.44
2010,14,Tennessee,33,267,8.09,437,13.24,653,0.61,0.41
2010,15,Georgia Tech,33,265,8.03,540,16.36,611,0.49,0.43
2010,16,Minnesota,33,263,7.97,419,12.7,544,0.63,0.48
2010,17,Maryland,31,246,7.94,367,11.84,520,0.67,0.47
2010,18,Marquette,33,261,7.91,340,10.3,560,0.77,0.47
2010,19,Old Dominion,34,266,7.82,435,12.79,533,0.61,0.5
2010,20,Texas,33,258,7.82,459,13.91,650,0.56,0.4
2010,21,Sam Houston State,32,250,7.81,431,13.47,641,0.58,0.39
2010,22,UNLV,33,257,7.79,387,11.73,670,0.66,0.38
2010,23,Louisville,32,249,7.78,438,13.69,644,0.57,0.39
2010,24,Villanova,31,241,7.77,429,13.84,692,0.56,0.35
2010,25,Robert Morris,34,257,7.56,499,14.68,724,0.52,0.35
2010,26,San Diego State,33,248,7.52,443,13.42,536,0.56,0.46
2010,27,Ohio,35,263,7.51,447,12.77,661,0.59,0.4
2010,28,Wake Forest,29,213,7.34,440,15.17,583,0.48,0.37
2010,29,Kansas State,33,242,7.33,478,14.48,736,0.51,0.33
2010,30,Washington,33,240,7.27,422,12.79,711,0.57,0.34
2010,31,Cornell,31,222,7.16,380,12.26,550,0.58,0.4
2010,32,Florida,33,236,7.15,402,12.18,477,0.59,0.49
2010,33,Kentucky,33,236,7.15,484,14.67,538,0.49,0.44
2010,34,Ohio State,33,235,7.12,375,11.36,502,0.63,0.47
2010,35,Wofford,34,241,7.09,405,11.91,607,0.6,0.4
2010,36,Georgetown,33,232,7.03,455,13.79,558,0.51,0.42
2010,37,Duke,33,228,6.91,367,11.12,612,0.62,0.37
2010,38,Purdue,32,221,6.91,348,10.88,598,0.64,0.37
2010,39,Arkansas-Pine Bluff,32,219,6.84,543,16.97,729,0.4,0.3
2010,40,Butler,32,219,6.84,397,12.41,592,0.55,0.37
2010,41,Vermont,34,231,6.79,478,14.06,623,0.48,0.37
2010,42,Xavier,32,217,6.78,423,13.22,600,0.51,0.36
2010,43,UC Santa Barbara,29,196,6.76,451,15.55,556,0.43,0.35
2010,44,New Mexico,33,223,6.76,370,11.21,583,0.6,0.38
2010,45,Michigan State,32,215,6.72,449,14.03,565,0.48,0.38
2010,46,Oakland,34,228,6.71,468,13.76,605,0.49,0.38
2010,47,Gonzaga,32,214,6.69,418,13.06,577,0.51,0.37
2010,48,Texas A&M,32,211,6.59,392,12.25,593,0.54,0.36
2010,49,Morgan St,36,237,6.58,487,13.53,759,0.49,0.31
2010,50,Montana,31,201,6.48,378,12.19,550,0.53,0.37
2010,51,Oklahoma State,32,206,6.44,407,12.72,644,0.51,0.32
2010,52,Baylor,32,205,6.41,446,13.94,572,0.46,0.36
2010,53,Lehigh,32,197,6.16,416,13,572,0.47,0.34
2010,54,New Mexico State,33,196,5.94,426,12.91,570,0.46,0.34
2010,55,Vanderbilt,32,184,5.75,438,13.69,613,0.42,0.3
2010,56,California,33,187,5.67,396,12,560,0.47,0.33
2010,57,Wisconsin,31,174,5.61,275,8.87,506,0.63,0.34
2010,58,West Virginia,33,185,5.61,387,11.73,604,0.48,0.31
2010,59,Notre Dame,34,188,5.53,352,10.35,516,0.53,0.36
2010,60,Northern Iowa,32,176,5.5,337,10.53,511,0.52,0.34
2010,61,Saint Mary's,31,160,5.16,359,11.58,520,0.45,0.31
2010,62,Pittsburgh,32,163,5.09,397,12.41,549,0.41,0.3
2010,63,Temple,33,156,4.73,347,10.52,490,0.45,0.32
2010,64,Utah State,34,158,4.65,349,10.26,544,0.45,0.29
2010,65,North Texas,32,142,4.44,469,14.66,573,0.3,0.25
2009,1,Missouri,34,359,10.56,420,12.35,676,0.85,0.53
2009,2,Clemson,31,290,9.35,445,14.35,556,0.65,0.52
2009,3,Louisville,33,306,9.27,451,13.67,566,0.68,0.54
2009,4,CSU Northridge,30,269,8.97,532,17.73,665,0.51,0.4
2009,5,Siena,33,292,8.85,431,13.06,487,0.68,0.6
2009,6,Memphis,34,300,8.82,423,12.44,594,0.71,0.51
2009,7,Cleveland State,35,304,8.69,437,12.49,644,0.7,0.47
2009,8,Robert Morris,34,293,8.62,524,15.41,676,0.56,0.43
2009,9,East Tennessee State,33,281,8.52,468,14.18,604,0.6,0.47
2009,10,Duke,34,289,8.5,419,12.32,613,0.69,0.47
2009,11,North Carolina,32,271,8.47,410,12.81,509,0.66,0.53
2009,12,Wake Forest,30,254,8.47,474,15.8,563,0.54,0.45
2009,13,Minnesota,32,268,8.38,465,14.53,568,0.58,0.47
2009,14,UCLA,33,276,8.36,408,12.36,557,0.68,0.5
2009,15,Florida State,34,278,8.18,533,15.68,640,0.52,0.43
2009,16,Marquette,33,267,8.09,387,11.73,589,0.69,0.45
2009,17,Syracuse,35,279,7.97,534,15.26,543,0.52,0.51
2009,18,Villanova,33,263,7.97,441,13.36,626,0.6,0.42
2009,19,Maryland,33,255,7.73,412,12.48,547,0.62,0.47
2009,20,Akron,35,270,7.71,482,13.77,722,0.56,0.37
2009,21,Oklahoma State,33,253,7.67,410,12.42,704,0.62,0.36
2009,22,VCU,33,252,7.64,419,12.7,637,0.6,0.4
2009,23,LSU,33,251,7.61,399,12.09,571,0.63,0.44
2009,24,Washington,33,250,7.58,491,14.88,642,0.51,0.39
2009,25,Portland State,32,239,7.47,442,13.81,535,0.54,0.45
2009,26,Gonzaga,31,231,7.45,355,11.45,501,0.65,0.46
2009,27,Purdue,34,246,7.24,396,11.65,590,0.62,0.42
2009,28,BYU,32,230,7.19,365,11.41,587,0.63,0.39
2009,29,North Dakota State,32,227,7.09,361,11.28,517,0.63,0.44
2009,30,Pittsburgh,32,226,7.06,384,12,524,0.59,0.43
2009,31,Binghamton,31,218,7.03,413,13.32,631,0.53,0.35
2009,32,Mississippi State,35,245,7,500,14.29,582,0.49,0.42
2009,33,Oklahoma,32,222,6.94,440,13.75,557,0.5,0.4
2009,34,Kansas,32,222,6.94,467,14.59,617,0.48,0.36
2009,35,West Virginia,34,231,6.79,409,12.03,639,0.56,0.36
2009,36,Radford,32,216,6.75,521,16.28,590,0.41,0.37
2009,37,Morehead State,34,229,6.74,516,15.18,632,0.44,0.36
2009,38,Cornell,30,202,6.73,389,12.97,541,0.52,0.37
2009,39,Tennessee,33,221,6.7,441,13.36,627,0.5,0.35
2009,40,Morgan St,34,223,6.56,449,13.21,648,0.5,0.34
2009,41,Michigan,33,213,6.45,374,11.33,499,0.57,0.43
2009,42,Michigan State,32,205,6.41,449,14.03,609,0.46,0.34
2009,43,Dayton,33,209,6.33,455,13.79,627,0.46,0.33
2009,44,USC,33,207,6.27,463,14.03,541,0.45,0.38
2009,45,Chattanooga,34,213,6.26,532,15.65,620,0.4,0.34
2009,46,Texas,33,206,6.24,413,12.52,633,0.5,0.33
2009,47,Boston College,33,203,6.15,442,13.39,593,0.46,0.34
2009,48,Butler,31,190,6.13,385,12.42,547,0.49,0.35
2009,49,Stephen F. Austin,31,190,6.13,378,12.19,571,0.5,0.33
2009,50,Arizona,32,191,5.97,403,12.59,500,0.47,0.38
2009,51,Arizona State,33,195,5.91,380,11.52,525,0.51,0.37
2009,52,Ohio State,32,189,5.91,419,13.09,479,0.45,0.39
2009,53,UConn,31,180,5.81,393,12.68,400,0.46,0.45
2009,54,Illinois,33,190,5.76,408,12.36,497,0.47,0.38
2009,55,Western Kentucky,32,181,5.66,426,13.31,555,0.42,0.33
2009,56,Alabama State,31,175,5.65,422,13.61,540,0.41,0.32
2009,57,Temple,33,184,5.58,417,12.64,565,0.44,0.33
2009,58,American,31,168,5.42,410,13.23,556,0.41,0.3
2009,59,Xavier,32,172,5.38,480,15,596,0.36,0.29
2009,60,Utah,33,164,4.97,449,13.61,609,0.37,0.27
